,Senator Name,Decision,Bill
833,Flake (R-AZ),1,8
834,Franken (D-MN),0,8
835,Gardner (R-CO),1,8
836,Gillibrand (D-NY),0,8
837,Graham (R-SC),1,8
838,Grassley (R-IA),1,8
839,Harris (D-CA),0,8
840,Hassan (D-NH),0,8
841,Hatch (R-UT),1,8
842,Heinrich (D-NM),0,8
843,Heitkamp (D-ND),0,8
844,Heller (R-NV),1,8
845,Hirono (D-HI),0,8
846,Hoeven (R-ND),1,8
847,Inhofe (R-OK),1,8
848,Isakson (R-GA),1,8
849,Johnson (R-WI),1,8
850,Kaine (D-VA),0,8
851,Kennedy (R-LA),1,8
852,King (I-ME),0,8
853,Klobuchar (D-MN),0,8
854,Lankford (R-OK),1,8
855,Leahy (D-VT),0,8
856,Lee (R-UT),1,8
857,Manchin (D-WV),0,8
858,Markey (D-MA),0,8
859,McCain (R-AZ),1,8
860,McCaskill (D-MO),0,8
861,McConnell (R-KY),1,8
862,Menendez (D-NJ),0,8
863,Merkley (D-OR),0,8
864,Moran (R-KS),1,8
865,Murkowski (R-AK),1,8
866,Murphy (D-CT),0,8
867,Murray (D-WA),0,8
868,Nelson (D-FL),0,8
869,Paul (R-KY),1,8
870,Perdue (R-GA),1,8
871,Peters (D-MI),0,8
872,Portman (R-OH),1,8
873,Reed (D-RI),0,8
874,Risch (R-ID),1,8
875,Roberts (R-KS),1,8
876,Rounds (R-SD),1,8
877,Rubio (R-FL),1,8
878,Sanders (I-VT),0,8
879,Sasse (R-NE),1,8
880,Schatz (D-HI),0,8
881,Schumer (D-NY),0,8
882,Scott (R-SC),1,8
883,Sessions (R-AL),2,8
884,Shaheen (D-NH),0,8
885,Shelby (R-AL),1,8
886,Stabenow (D-MI),0,8
887,Sullivan (R-AK),1,8
888,Tester (D-MT),0,8
889,Thune (R-SD),1,8
890,Tillis (R-NC),2,8
891,Toomey (R-PA),1,8
892,Udall (D-NM),0,8
893,Van Hollen (D-MD),0,8
894,Warner (D-VA),0,8
895,Warren (D-MA),0,8
896,Whitehouse (D-RI),0,8
897,Wicker (R-MS),1,8
898,Wyden (D-OR),0,8
899,Young (R-IN),1,8
900,Alexander (R-TN),1,9
901,Baldwin (D-WI),1,9
902,Barrasso (R-WY),1,9
903,Bennet (D-CO),1,9
904,Blumenthal (D-CT),1,9
905,Blunt (R-MO),2,9
906,Booker (D-NJ),1,9
907,Boozman (R-AR),1,9
908,Brown (D-OH),1,9
909,Burr (R-NC),1,9
910,Cantwell (D-WA),1,9
911,Capito (R-WV),1,9
912,Cardin (D-MD),1,9
913,Carper (D-DE),1,9
914,Casey (D-PA),1,9
915,Cassidy (R-LA),1,9
916,Cochran (R-MS),1,9
917,Collins (R-ME),1,9
918,Coons (D-DE),1,9
919,Corker (R-TN),1,9
920,Cornyn (R-TX),1,9
921,Cortez Masto (D-NV),1,9
922,Cotton (R-AR),1,9
923,Crapo (R-ID),0,9
924,Cruz (R-TX),0,9
925,Daines (R-MT),0,9
926,Donnelly (D-IN),1,9
927,Duckworth (D-IL),1,9
928,Durbin (D-IL),1,9
929,Enzi (R-WY),1,9
930,Ernst (R-IA),1,9
931,Feinstein (D-CA),1,9
932,Fischer (R-NE),1,9
933,Flake (R-AZ),0,9
934,Franken (D-MN),1,9
935,Gardner (R-CO),1,9
936,Gillibrand (D-NY),1,9
937,Graham (R-SC),2,9
938,Grassley (R-IA),1,9
939,Harris (D-CA),1,9
940,Hassan (D-NH),1,9
941,Hatch (R-UT),1,9
942,Heinrich (D-NM),1,9
943,Heitkamp (D-ND),1,9
944,Heller (R-NV),1,9
945,Hirono (D-HI),1,9
946,Hoeven (R-ND),1,9
947,Inhofe (R-OK),1,9
948,Isakson (R-GA),1,9
949,Johnson (R-WI),1,9
950,Kaine (D-VA),1,9
951,Kennedy (R-LA),0,9
952,King (I-ME),1,9
953,Klobuchar (D-MN),1,9
954,Lankford (R-OK),0,9
955,Leahy (D-VT),1,9
956,Lee (R-UT),0,9
957,Manchin (D-WV),1,9
958,Markey (D-MA),1,9
959,McCain (R-AZ),1,9
960,McCaskill (D-MO),1,9
961,McConnell (R-KY),1,9
962,Menendez (D-NJ),1,9
963,Merkley (D-OR),1,9
964,Moran (R-KS),0,9
965,Murkowski (R-AK),1,9
966,Murphy (D-CT),1,9
967,Murray (D-WA),1,9
968,Nelson (D-FL),1,9
969,Paul (R-KY),0,9
970,Perdue (R-GA),1,9
971,Peters (D-MI),1,9
972,Portman (R-OH),1,9
973,Reed (D-RI),1,9
974,Risch (R-ID),0,9
975,Roberts (R-KS),1,9
976,Rounds (R-SD),1,9
977,Rubio (R-FL),0,9
978,Sanders (I-VT),1,9
979,Sasse (R-NE),0,9
980,Schatz (D-HI),1,9
981,Schumer (D-NY),1,9
982,Scott (R-SC),0,9
983,Sessions (R-AL),1,9
984,Shaheen (D-NH),1,9
985,Shelby (R-AL),1,9
986,Stabenow (D-MI),1,9
987,Sullivan (R-AK),1,9
988,Tester (D-MT),1,9
989,Thune (R-SD),1,9
990,Tillis (R-NC),2,9
991,Toomey (R-PA),0,9
992,Udall (D-NM),1,9
993,Van Hollen (D-MD),1,9
994,Warner (D-VA),1,9
995,Warren (D-MA),1,9
996,Whitehouse (D-RI),1,9
997,Wicker (R-MS),1,9
998,Wyden (D-OR),1,9
999,Young (R-IN),1,9
1000,Alexander (R-TN),1,10
1001,Baldwin (D-WI),0,10
1002,Barrasso (R-WY),1,10
1003,Bennet (D-CO),0,10
1004,Blumenthal (D-CT),0,10
1005,Blunt (R-MO),1,10
1006,Booker (D-NJ),0,10
1007,Boozman (R-AR),1,10
1008,Brown (D-OH),0,10
1009,Burr (R-NC),1,10
1010,Cantwell (D-WA),0,10
1011,Capito (R-WV),1,10
1012,Cardin (D-MD),0,10
1013,Carper (D-DE),0,10
1014,Casey (D-PA),0,10
1015,Cassidy (R-LA),1,10
1016,Cochran (R-MS),1,10
1017,Collins (R-ME),1,10
1018,Coons (D-DE),0,10
1019,Corker (R-TN),1,10
1020,Cornyn (R-TX),1,10
1021,Cortez Masto (D-NV),0,10
1022,Cotton (R-AR),1,10
1023,Crapo (R-ID),1,10
1024,Cruz (R-TX),1,10
1025,Daines (R-MT),1,10
1026,Donnelly (D-IN),0,10
1027,Duckworth (D-IL),0,10
1028,Durbin (D-IL),0,10
1029,Enzi (R-WY),1,10
1030,Ernst (R-IA),1,10
1031,Feinstein (D-CA),0,10
1032,Fischer (R-NE),1,10
1033,Flake (R-AZ),1,10
1034,Franken (D-MN),0,10
1035,Gardner (R-CO),1,10
1036,Gillibrand (D-NY),0,10
1037,Graham (R-SC),1,10
1038,Grassley (R-IA),1,10
1039,Harris (D-CA),0,10
1040,Hassan (D-NH),0,10
1041,Hatch (R-UT),1,10
1042,Heinrich (D-NM),0,10
1043,Heitkamp (D-ND),0,10
1044,Heller (R-NV),1,10
1045,Hirono (D-HI),0,10
1046,Hoeven (R-ND),1,10
1047,Inhofe (R-OK),1,10
1048,Isakson (R-GA),1,10
1049,Johnson (R-WI),1,10
1050,Kaine (D-VA),0,10
1051,Kennedy (R-LA),1,10
1052,King (I-ME),0,10
1053,Klobuchar (D-MN),0,10
1054,Lankford (R-OK),1,10
1055,Leahy (D-VT),0,10
1056,Lee (R-UT),1,10
1057,Manchin (D-WV),0,10
1058,Markey (D-MA),0,10
1059,McCain (R-AZ),1,10
1060,McCaskill (D-MO),0,10
1061,McConnell (R-KY),1,10
1062,Menendez (D-NJ),0,10
1063,Merkley (D-OR),0,10
1064,Moran (R-KS),1,10
1065,Murkowski (R-AK),1,10
1066,Murphy (D-CT),0,10
1067,Murray (D-WA),0,10
1068,Nelson (D-FL),0,10
1069,Paul (R-KY),1,10
1070,Perdue (R-GA),1,10
1071,Peters (D-MI),0,10
1072,Portman (R-OH),1,10
1073,Reed (D-RI),0,10
1074,Risch (R-ID),1,10
1075,Roberts (R-KS),1,10
1076,Rounds (R-SD),1,10
1077,Rubio (R-FL),1,10
1078,Sanders (I-VT),0,10
1079,Sasse (R-NE),1,10
1080,Schatz (D-HI),0,10
1081,Schumer (D-NY),0,10
1082,Scott (R-SC),1,10
1083,Sessions (R-AL),1,10
1084,Shaheen (D-NH),0,10
1085,Shelby (R-AL),1,10
1086,Stabenow (D-MI),0,10
1087,Sullivan (R-AK),1,10
1088,Tester (D-MT),0,10
1089,Thune (R-SD),1,10
1090,Tillis (R-NC),1,10
1091,Toomey (R-PA),1,10
1092,Udall (D-NM),0,10
1093,Van Hollen (D-MD),0,10
1094,Warner (D-VA),0,10
1095,Warren (D-MA),0,10
1096,Whitehouse (D-RI),0,10
1097,Wicker (R-MS),1,10
1098,Wyden (D-OR),0,10
1099,Young (R-IN),1,10
1100,Alexander (R-TN),0,11
1101,Baldwin (D-WI),0,11
1102,Barrasso (R-WY),1,11
1103,Bennet (D-CO),0,11
1104,Blumenthal (D-CT),0,11
1105,Blunt (R-MO),0,11
1106,Booker (D-NJ),0,11
1107,Boozman (R-AR),0,11
1108,Brown (D-OH),0,11
1109,Burr (R-NC),0,11
1110,Cantwell (D-WA),0,11
1111,Capito (R-WV),0,11
1112,Cardin (D-MD),0,11
1113,Carper (D-DE),0,11
1114,Casey (D-PA),0,11
1115,Cassidy (R-LA),0,11
1116,Collins (R-ME),0,11
1117,Coons (D-DE),0,11
1118,Corker (R-TN),0,11
1119,Cornyn (R-TX),0,11
1120,Cortez Masto (D-NV),0,11
1121,Cotton (R-AR),1,11
1122,Crapo (R-ID),0,11
1123,Cruz (R-TX),0,11
1124,Daines (R-MT),0,11
1125,Donnelly (D-IN),0,11
1126,Duckworth (D-IL),0,11
1127,Durbin (D-IL),0,11
1128,Enzi (R-WY),1,11
1129,Ernst (R-IA),0,11
1130,Feinstein (D-CA),0,11
1131,Fischer (R-NE),0,11
1132,Flake (R-AZ),0,11
1133,Gardner (R-CO),0,11
1134,Gillibrand (D-NY),0,11
1135,Graham (R-SC),2,11
1136,Grassley (R-IA),0,11
1137,Harris (D-CA),0,11
1138,Hassan (D-NH),0,11
1139,Hatch (R-UT),0,11
1140,Heinrich (D-NM),0,11
1141,Heitkamp (D-ND),0,11
1142,Heller (R-NV),0,11
1143,Hirono (D-HI),0,11
1144,Hoeven (R-ND),0,11
1145,Hyde-Smith (R-MS),0,11
1146,Inhofe (R-OK),0,11
1147,Isakson (R-GA),0,11
1148,Johnson (R-WI),0,11
1149,Jones (D-AL),0,11
1150,Kaine (D-VA),0,11
1151,Kennedy (R-LA),1,11
1152,King (I-ME),0,11
1153,Klobuchar (D-MN),0,11
1154,Kyl (R-AZ),1,11
1155,Lankford (R-OK),0,11
1156,Leahy (D-VT),0,11
1157,Lee (R-UT),0,11
1158,Manchin (D-WV),0,11
1159,Markey (D-MA),0,11
1160,McCaskill (D-MO),0,11
1161,McConnell (R-KY),0,11
1162,Menendez (D-NJ),0,11
1163,Merkley (D-OR),0,11
1164,Moran (R-KS),0,11
1165,Murkowski (R-AK),1,11
1166,Murphy (D-CT),0,11
1167,Murray (D-WA),0,11
1168,Nelson (D-FL),0,11
1169,Paul (R-KY),0,11
1170,Perdue (R-GA),0,11
1171,Peters (D-MI),0,11
1172,Portman (R-OH),0,11
1173,Reed (D-RI),0,11
1174,Risch (R-ID),1,11
1175,Roberts (R-KS),0,11
1176,Rounds (R-SD),1,11
1177,Rubio (R-FL),1,11
1178,Sanders (I-VT),0,11
1179,Sasse (R-NE),1,11
1180,Schatz (D-HI),0,11
1181,Schumer (D-NY),0,11
1182,Scott (R-SC),0,11
1183,Shaheen (D-NH),0,11
1184,Shelby (R-AL),1,11
1185,Smith (D-MN),0,11
1186,Stabenow (D-MI),0,11
1187,Sullivan (R-AK),1,11
1188,Tester (D-MT),0,11
1189,Thune (R-SD),0,11
1190,Tillis (R-NC),0,11
1191,Toomey (R-PA),0,11
1192,Udall (D-NM),0,11
1193,Van Hollen (D-MD),0,11
1194,Warner (D-VA),0,11
1195,Warren (D-MA),0,11
1196,Whitehouse (D-RI),0,11
1197,Wicker (R-MS),0,11
1198,Wyden (D-OR),0,11
1199,Young (R-IN),0,11
1200,Alexander (R-TN),1,12
1201,Baldwin (D-WI),1,12
1202,Barrasso (R-WY),0,12
1203,Bennet (D-CO),1,12
1204,Blumenthal (D-CT),1,12
1205,Blunt (R-MO),0,12
1206,Booker (D-NJ),1,12
1207,Boozman (R-AR),0,12
1208,Brown (D-OH),1,12
1209,Burr (R-NC),0,12
1210,Cantwell (D-WA),1,12
1211,Capito (R-WV),0,12
1212,Cardin (D-MD),1,12
1213,Carper (D-DE),1,12
1214,Casey (D-PA),1,12
1215,Cassidy (R-LA),0,12
1216,Collins (R-ME),0,12
1217,Coons (D-DE),1,12
1218,Corker (R-TN),0,12
1219,Cornyn (R-TX),0,12
1220,Cortez Masto (D-NV),1,12
1221,Cotton (R-AR),0,12
1222,Crapo (R-ID),0,12
1223,Cruz (R-TX),0,12
1224,Daines (R-MT),0,12
1225,Donnelly (D-IN),1,12
1226,Duckworth (D-IL),1,12
1227,Durbin (D-IL),1,12
1228,Enzi (R-WY),0,12
1229,Ernst (R-IA),1,12
1230,Feinstein (D-CA),1,12
1231,Fischer (R-NE),0,12
1232,Flake (R-AZ),1,12
1233,Gardner (R-CO),0,12
1234,Gillibrand (D-NY),1,12
1235,Graham (R-SC),2,12
1236,Grassley (R-IA),1,12
1237,Harris (D-CA),1,12
1238,Hassan (D-NH),1,12
1239,Hatch (R-UT),1,12
1240,Heinrich (D-NM),1,12
1241,Heitkamp (D-ND),1,12
1242,Heller (R-NV),0,12
1243,Hirono (D-HI),1,12
1244,Hoeven (R-ND),0,12
1245,Hyde-Smith (R-MS),1,12
1246,Inhofe (R-OK),0,12
1247,Isakson (R-GA),1,12
1248,Johnson (R-WI),0,12
1249,Jones (D-AL),1,12
1250,Kaine (D-VA),1,12
1251,Kennedy (R-LA),0,12
1252,King (I-ME),1,12
1253,Klobuchar (D-MN),1,12
1254,Kyl (R-AZ),0,12
1255,Lankford (R-OK),1,12
1256,Leahy (D-VT),1,12
1257,Lee (R-UT),1,12
1258,Manchin (D-WV),1,12
1259,Markey (D-MA),1,12
1260,McCaskill (D-MO),1,12
1261,McConnell (R-KY),0,12
1262,Menendez (D-NJ),1,12
1263,Merkley (D-OR),1,12
1264,Moran (R-KS),1,12
1265,Murkowski (R-AK),0,12
1266,Murphy (D-CT),1,12
1267,Murray (D-WA),1,12
1268,Nelson (D-FL),1,12
1269,Paul (R-KY),1,12
1270,Perdue (R-GA),0,12
1271,Peters (D-MI),0,12
1272,Portman (R-OH),0,12
1273,Reed (D-RI),1,12
1274,Risch (R-ID),0,12
1275,Roberts (R-KS),1,12
1276,Rounds (R-SD),0,12
1277,Rubio (R-FL),0,12
1278,Sanders (I-VT),1,12
1279,Sasse (R-NE),0,12
1280,Schatz (D-HI),1,12
1281,Schumer (D-NY),1,12
1282,Scott (R-SC),0,12
1283,Shaheen (D-NH),1,12
1284,Shelby (R-AL),0,12
1285,Smith (D-MN),1,12
1286,Stabenow (D-MI),1,12
1287,Sullivan (R-AK),0,12
1288,Tester (D-MT),1,12
1289,Thune (R-SD),0,12
1290,Tillis (R-NC),1,12
1291,Toomey (R-PA),0,12
1292,Udall (D-NM),1,12
1293,Van Hollen (D-MD),1,12
1294,Warner (D-VA),1,12
1295,Warren (D-MA),1,12
1296,Whitehouse (D-RI),1,12
1297,Wicker (R-MS),1,12
1298,Wyden (D-OR),1,12
1299,Young (R-IN),0,12
1300,Alexander (R-TN),1,13
1301,Baldwin (D-WI),1,13
1302,Barrasso (R-WY),0,13
1303,Bennet (D-CO),1,13
1304,Blumenthal (D-CT),1,13
1305,Blunt (R-MO),0,13
1306,Booker (D-NJ),1,13
1307,Boozman (R-AR),0,13
1308,Brown (D-OH),1,13
1309,Burr (R-NC),0,13
1310,Cantwell (D-WA),1,13
1311,Capito (R-WV),0,13
1312,Cardin (D-MD),1,13
1313,Carper (D-DE),1,13
1314,Casey (D-PA),1,13
1315,Cassidy (R-LA),1,13
1316,Collins (R-ME),1,13
1317,Coons (D-DE),1,13
1318,Corker (R-TN),1,13
1319,Cornyn (R-TX),0,13
1320,Cortez Masto (D-NV),1,13
1321,Cotton (R-AR),0,13
1322,Crapo (R-ID),0,13
1323,Cruz (R-TX),0,13
1324,Daines (R-MT),0,13
1325,Donnelly (D-IN),1,13
1326,Duckworth (D-IL),1,13
1327,Durbin (D-IL),1,13
1328,Enzi (R-WY),0,13
1329,Ernst (R-IA),1,13
1330,Feinstein (D-CA),1,13
1331,Fischer (R-NE),0,13
1332,Flake (R-AZ),1,13
1333,Gardner (R-CO),0,13
1334,Gillibrand (D-NY),1,13
1335,Graham (R-SC),2,13
1336,Grassley (R-IA),1,13
1337,Harris (D-CA),1,13
1338,Hassan (D-NH),1,13
1339,Hatch (R-UT),1,13
1340,Heinrich (D-NM),1,13
1341,Heitkamp (D-ND),1,13
1342,Heller (R-NV),0,13
1343,Hirono (D-HI),1,13
1344,Hoeven (R-ND),0,13
1345,Hyde-Smith (R-MS),1,13
1346,Inhofe (R-OK),0,13
1347,Isakson (R-GA),0,13
1348,Johnson (R-WI),1,13
1349,Jones (D-AL),1,13
1350,Kaine (D-VA),1,13
1351,Kennedy (R-LA),0,13
1352,King (I-ME),1,13
1353,Klobuchar (D-MN),1,13
1354,Kyl (R-AZ),0,13
1355,Lankford (R-OK),1,13
1356,Leahy (D-VT),1,13
1357,Lee (R-UT),1,13
1358,Manchin (D-WV),1,13
1359,Markey (D-MA),1,13
1360,McCaskill (D-MO),1,13
1361,McConnell (R-KY),0,13
1362,Menendez (D-NJ),1,13
1363,Merkley (D-OR),1,13
1364,Moran (R-KS),1,13
1365,Murkowski (R-AK),0,13
1366,Murphy (D-CT),1,13
1367,Murray (D-WA),1,13
1368,Nelson (D-FL),1,13
1369,Paul (R-KY),1,13
1370,Perdue (R-GA),0,13
1371,Peters (D-MI),1,13
1372,Portman (R-OH),0,13
1373,Reed (D-RI),1,13
1374,Risch (R-ID),0,13
1375,Roberts (R-KS),1,13
1376,Rounds (R-SD),0,13
1377,Rubio (R-FL),0,13
1378,Sanders (I-VT),1,13
1379,Sasse (R-NE),0,13
1380,Schatz (D-HI),1,13
1381,Schumer (D-NY),1,13
1382,Scott (R-SC),0,13
1383,Shaheen (D-NH),1,13
1384,Shelby (R-AL),0,13
1385,Smith (D-MN),1,13
1386,Stabenow (D-MI),1,13
1387,Sullivan (R-AK),0,13
1388,Tester (D-MT),1,13
1389,Thune (R-SD),0,13
1390,Tillis (R-NC),0,13
1391,Toomey (R-PA),0,13
1392,Udall (D-NM),1,13
1393,Van Hollen (D-MD),1,13
1394,Warner (D-VA),1,13
1395,Warren (D-MA),1,13
1396,Whitehouse (D-RI),1,13
1397,Wicker (R-MS),1,13
1398,Wyden (D-OR),1,13
1399,Young (R-IN),1,13
1400,Alexander (R-TN),1,14
1401,Baldwin (D-WI),1,14
1402,Barrasso (R-WY),0,14
1403,Bennet (D-CO),1,14
1404,Blumenthal (D-CT),1,14
1405,Blunt (R-MO),0,14
1406,Booker (D-NJ),1,14
1407,Boozman (R-AR),0,14
1408,Brown (D-OH),1,14
1409,Burr (R-NC),0,14
1410,Cantwell (D-WA),1,14
1411,Capito (R-WV),0,14
1412,Cardin (D-MD),1,14
1413,Carper (D-DE),1,14
1414,Casey (D-PA),1,14
1415,Cassidy (R-LA),1,14
1416,Collins (R-ME),0,14
1417,Coons (D-DE),1,14
1418,Corker (R-TN),1,14
1419,Cornyn (R-TX),0,14
1420,Cortez Masto (D-NV),1,14
1421,Cotton (R-AR),0,14
1422,Crapo (R-ID),0,14
1423,Cruz (R-TX),0,14
1424,Daines (R-MT),0,14
1425,Donnelly (D-IN),1,14
1426,Duckworth (D-IL),1,14
1427,Durbin (D-IL),1,14
1428,Enzi (R-WY),0,14
1429,Ernst (R-IA),1,14
1430,Feinstein (D-CA),1,14
1431,Fischer (R-NE),0,14
1432,Flake (R-AZ),1,14
1433,Gardner (R-CO),0,14
1434,Gillibrand (D-NY),1,14
1435,Graham (R-SC),2,14
1436,Grassley (R-IA),1,14
1437,Harris (D-CA),1,14
1438,Hassan (D-NH),1,14
1439,Hatch (R-UT),1,14
1440,Heinrich (D-NM),1,14
1441,Heitkamp (D-ND),1,14
1442,Heller (R-NV),1,14
1443,Hirono (D-HI),1,14
1444,Hoeven (R-ND),0,14
1445,Hyde-Smith (R-MS),1,14
1446,Inhofe (R-OK),0,14
1447,Isakson (R-GA),1,14
1448,Johnson (R-WI),1,14
1449,Jones (D-AL),1,14
1450,Kaine (D-VA),1,14
1451,Kennedy (R-LA),0,14
1452,King (I-ME),1,14
1453,Klobuchar (D-MN),1,14
1454,Kyl (R-AZ),0,14
1455,Lankford (R-OK),1,14
1456,Leahy (D-VT),1,14
1457,Lee (R-UT),1,14
1458,Manchin (D-WV),1,14
1459,Markey (D-MA),1,14
1460,McCaskill (D-MO),1,14
1461,McConnell (R-KY),0,14
1462,Menendez (D-NJ),1,14
1463,Merkley (D-OR),1,14
1464,Moran (R-KS),1,14
1465,Murkowski (R-AK),0,14
1466,Murphy (D-CT),1,14
1467,Murray (D-WA),1,14
1468,Nelson (D-FL),1,14
1469,Paul (R-KY),1,14
1470,Perdue (R-GA),0,14
1471,Peters (D-MI),1,14
1472,Portman (R-OH),0,14
1473,Reed (D-RI),1,14
1474,Risch (R-ID),0,14
1475,Roberts (R-KS),1,14
1476,Rounds (R-SD),0,14
1477,Rubio (R-FL),0,14
1478,Sanders (I-VT),1,14
1479,Sasse (R-NE),0,14
1480,Schatz (D-HI),1,14
1481,Schumer (D-NY),1,14
1482,Scott (R-SC),0,14
1483,Shaheen (D-NH),1,14
1484,Shelby (R-AL),0,14
1485,Smith (D-MN),1,14
1486,Stabenow (D-MI),1,14
1487,Sullivan (R-AK),0,14
1488,Tester (D-MT),1,14
1489,Thune (R-SD),0,14
1490,Tillis (R-NC),0,14
1491,Toomey (R-PA),0,14
1492,Udall (D-NM),1,14
1493,Van Hollen (D-MD),1,14
1494,Warner (D-VA),1,14
1495,Warren (D-MA),1,14
1496,Whitehouse (D-RI),1,14
1497,Wicker (R-MS),1,14
1498,Wyden (D-OR),1,14
1499,Young (R-IN),1,14
1500,Alexander (R-TN),2,15
1501,Baldwin (D-WI),0,15
1502,Barrasso (R-WY),1,15
1503,Bennet (D-CO),0,15
1504,Blumenthal (D-CT),0,15
1505,Blunt (R-MO),0,15
1506,Booker (D-NJ),0,15
1507,Boozman (R-AR),0,15
1508,Brown (D-OH),0,15
1509,Burr (R-NC),1,15
1510,Cantwell (D-WA),0,15
1511,Capito (R-WV),0,15
1512,Cardin (D-MD),0,15
1513,Carper (D-DE),0,15
1514,Casey (D-PA),0,15
1515,Cassidy (R-LA),2,15
1516,Collins (R-ME),0,15
1517,Coons (D-DE),0,15
1518,Corker (R-TN),0,15
1519,Cornyn (R-TX),0,15
1520,Cortez Masto (D-NV),0,15
1521,Cotton (R-AR),1,15
1522,Crapo (R-ID),0,15
1523,Cruz (R-TX),0,15
1524,Daines (R-MT),0,15
1525,Donnelly (D-IN),0,15
1526,Duckworth (D-IL),0,15
1527,Durbin (D-IL),0,15
1528,Enzi (R-WY),1,15
1529,Ernst (R-IA),0,15
1530,Feinstein (D-CA),0,15
1531,Fischer (R-NE),0,15
1532,Flake (R-AZ),0,15
1533,Gardner (R-CO),0,15
1534,Gillibrand (D-NY),0,15
1535,Graham (R-SC),2,15
1536,Grassley (R-IA),0,15
1537,Harris (D-CA),0,15
1538,Hassan (D-NH),0,15
1539,Hatch (R-UT),0,15
1540,Heinrich (D-NM),0,15
1541,Heitkamp (D-ND),0,15
1542,Heller (R-NV),2,15
1543,Hirono (D-HI),0,15
1544,Hoeven (R-ND),0,15
1545,Hyde-Smith (R-MS),0,15
1546,Inhofe (R-OK),0,15
1547,Isakson (R-GA),0,15
1548,Johnson (R-WI),2,15
1549,Jones (D-AL),0,15
1550,Kaine (D-VA),0,15
1551,Kennedy (R-LA),1,15
1552,King (I-ME),0,15
1553,Klobuchar (D-MN),0,15
1554,Kyl (R-AZ),1,15
1555,Lankford (R-OK),0,15
1556,Leahy (D-VT),0,15
1557,Lee (R-UT),0,15
1558,Manchin (D-WV),0,15
1559,Markey (D-MA),0,15
1560,McCaskill (D-MO),0,15
1561,McConnell (R-KY),0,15
1562,Menendez (D-NJ),0,15
1563,Merkley (D-OR),0,15
1564,Moran (R-KS),0,15
1565,Murkowski (R-AK),1,15
1566,Murphy (D-CT),0,15
1567,Murray (D-WA),0,15
1568,Nelson (D-FL),0,15
1569,Paul (R-KY),0,15
1570,Perdue (R-GA),0,15
1571,Peters (D-MI),0,15
1572,Portman (R-OH),0,15
1573,Reed (D-RI),0,15
1574,Risch (R-ID),1,15
1575,Roberts (R-KS),0,15
1576,Rounds (R-SD),1,15
1577,Rubio (R-FL),0,15
1578,Sanders (I-VT),0,15
1579,Sasse (R-NE),1,15
1580,Schatz (D-HI),0,15
1581,Schumer (D-NY),0,15
1582,Scott (R-SC),0,15
1583,Shaheen (D-NH),0,15
1584,Shelby (R-AL),0,15
1585,Smith (D-MN),0,15
1586,Stabenow (D-MI),0,15
1587,Sullivan (R-AK),1,15
1588,Tester (D-MT),0,15
1589,Thune (R-SD),0,15
1590,Tillis (R-NC),2,15
1591,Toomey (R-PA),1,15
1592,Udall (D-NM),0,15
1593,Van Hollen (D-MD),0,15
1594,Warner (D-VA),0,15
1595,Warren (D-MA),0,15
1596,Whitehouse (D-RI),0,15
1597,Wicker (R-MS),0,15
1598,Wyden (D-OR),0,15
1599,Young (R-IN),0,15
1600,Alexander (R-TN),1,16
1601,Baldwin (D-WI),0,16
1602,Barrasso (R-WY),1,16
1603,Bennet (D-CO),0,16
1604,Blumenthal (D-CT),0,16
1605,Blunt (R-MO),1,16
1606,Booker (D-NJ),0,16
1607,Boozman (R-AR),1,16
1608,Brown (D-OH),0,16
